Year,LocationAbbr,LocationDesc,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId
2009,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,5.9,6.7,Race,Non-Hispanic White,T4,BOC04,RAC01
2008,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),7.8,7.7,7.9,Gender,Male,T4,BOC02,GEN01
2008,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,7.2,8.2,Race,Other,T4,BOC04,RAC07
2010,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.9,6.3,Age,75+,T4,BOC03,AGE08
2011,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.9,7.4,Age,65+,T4,BOC03,AGE06
2009,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),2.8,0.1,5.5,Race,Hispanic,T4,BOC04,RAC04
2007,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,5,5.3,Gender,Female,T4,BOC02,GEN02
2010,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),9.3,6.2,12.5,Race,Other,T4,BOC04,RAC07
2009,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.9,6.3,Age,75+,T4,BOC03,AGE08
2009,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),7.8,2.9,12.7,Race,Non-Hispanic Black,T4,BOC04,RAC02
2007,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),10,8.5,11.5,Race,Other,T4,BOC04,RAC07
2007,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.6,5.9,Gender,Female,T4,BOC02,GEN02
2009,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),8.6,8.4,8.7,Gender,Male,T4,BOC02,GEN01
2010,GA,Georgia,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,6.6,8.8,Race,Other,T4,BOC04,RAC07
2010,CT,Connecticut,None,None,None,None,Coronary Heart Disease,Percent (%),4,3.9,4.1,Gender,Female,T4,BOC02,GEN02
2010,CO,Colorado,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.7,6.2,Gender,Male,T4,BOC02,GEN01
2011,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),3.9,3.8,4,Gender,Female,T4,BOC02,GEN02
2008,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),8,6.6,9.4,Race,Other,T4,BOC04,RAC07
2010,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.9,6,Overall,Overall,T4,BOC01,OVR01
2008,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,0.4,13,Race,Non-Hispanic Black,T4,BOC04,RAC02
2008,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.8,6.1,Age,75+,T4,BOC03,AGE08
2008,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5,6.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,NV,Nevada,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.6,4.1,Gender,Female,T4,BOC02,GEN02
2009,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),3.2,3,3.4,Gender,Female,T4,BOC02,GEN02
2010,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.6,6.5,Age,65+,T4,BOC03,AGE06
2011,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5.2,5.4,Age,75+,T4,BOC03,AGE08
2009,CA,California,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,6.4,6.6,Age,65+,T4,BOC03,AGE06
2011,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),3.3,1.1,5.6,Race,Hispanic,T4,BOC04,RAC04
2009,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.6,6.4,Gender,Female,T4,BOC02,GEN02
2011,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6.3,6.4,Gender,Male,T4,BOC02,GEN01
2010,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,3.5,7.8,Race,Other,T4,BOC04,RAC07
2011,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5.2,5.5,Age,75+,T4,BOC03,AGE08
2009,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.6,6,Gender,Female,T4,BOC02,GEN02
2011,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),3.5,1.2,5.7,Race,Hispanic,T4,BOC04,RAC04
2011,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.3,5.5,Overall,Overall,T4,BOC01,OVR01
2009,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.5,5.7,Overall,Overall,T4,BOC01,OVR01
2007,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.6,5.8,Age,75+,T4,BOC03,AGE08
2008,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.6,6.1,Age,75+,T4,BOC03,AGE08
2009,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,6.2,6.7,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.9,6.1,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.7,5,Age,75+,T4,BOC03,AGE08
2009,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.6,4.8,Gender,Female,T4,BOC02,GEN02
2011,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.7,6,Gender,Male,T4,BOC02,GEN01
2011,AR,Arkansas,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,7,7.3,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,NV,Nevada,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.4,5.9,Race,Non-Hispanic Black,T4,BOC04,RAC02
2008,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),6.9,6.7,7.1,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,4.6,6,Race,Non-Hispanic Black,T4,BOC04,RAC02
2010,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,3.2,6.9,Race,Other,T4,BOC04,RAC07
2009,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.3,6.8,Race,Hispanic,T4,BOC04,RAC04
2009,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.3,5.5,Age,75+,T4,BOC03,AGE08
2009,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.3,5.7,Race,Non-Hispanic Black,T4,BOC04,RAC02
2011,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.8,6,Overall,Overall,T4,BOC01,OVR01
2009,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.7,4.8,Age,75+,T4,BOC03,AGE08
2011,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.9,6.1,Age,65+,T4,BOC03,AGE06
2008,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,2,7.1,Race,Hispanic,T4,BOC04,RAC04
2009,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),8.4,8.2,8.7,Gender,Male,T4,BOC02,GEN01
2008,CA,California,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.8,5.9,Overall,Overall,T4,BOC01,OVR01
2010,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.8,4.9,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),9.4,8.9,10,Age,65+,T4,BOC03,AGE06
2010,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5,5.5,Age,75+,T4,BOC03,AGE08
2010,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.7,4.8,Age,75+,T4,BOC03,AGE08
2009,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.7,6.1,Overall,Overall,T4,BOC01,OVR01
2007,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.4,5.5,Gender,Female,T4,BOC02,GEN02
2010,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),7.6,5.9,9.2,Race,Other,T4,BOC04,RAC07
2010,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),3.5,3.2,3.8,Gender,Female,T4,BOC02,GEN02
2009,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7.1,7.5,Overall,Overall,T4,BOC01,OVR01
2008,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),8.6,8.3,8.8,Age,65+,T4,BOC03,AGE06
2011,HI,Hawaii,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,3.7,10.8,Race,Hispanic,T4,BOC04,RAC04
2007,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,6.3,6.6,Gender,Female,T4,BOC02,GEN02
2009,NC,North Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.8,5.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2010,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),6.9,6.8,7.1,Gender,Male,T4,BOC02,GEN01
2007,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),8.9,3.9,13.9,Race,Hispanic,T4,BOC04,RAC04
2007,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),9.9,9.8,10.1,Gender,Male,T4,BOC02,GEN01
2008,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),8.1,8,8.3,Gender,Male,T4,BOC02,GEN01
2007,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),7.5,7.3,7.7,Overall,Overall,T4,BOC01,OVR01
2009,AR,Arkansas,None,None,None,None,Coronary Heart Disease,Percent (%),8.9,4.7,13,Race,Hispanic,T4,BOC04,RAC04
2008,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),6.9,6.6,7.1,Overall,Overall,T4,BOC01,OVR01
2010,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),7.9,7.3,8.6,Gender,Male,T4,BOC02,GEN01
2008,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.5,4.8,Gender,Female,T4,BOC02,GEN02
2008,CO,Colorado,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,4.4,6.7,Race,Other,T4,BOC04,RAC07
2009,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.5,6.1,Age,75+,T4,BOC03,AGE08
2008,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.4,5,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),9.1,8.9,9.3,Gender,Male,T4,BOC02,GEN01
2009,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.8,6.1,Age,75+,T4,BOC03,AGE08
2010,GA,Georgia,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7.1,7.4,Age,65+,T4,BOC03,AGE06
2007,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,6,6.3,Age,75+,T4,BOC03,AGE08
2007,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,3.9,5.4,Race,Non-Hispanic Black,T4,BOC04,RAC02
2010,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,3.9,4.5,Gender,Female,T4,BOC02,GEN02
2008,HI,Hawaii,None,None,None,None,Coronary Heart Disease,Percent (%),7.6,6.9,8.2,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),2.7,0.7,4.7,Race,Hispanic,T4,BOC04,RAC04
2010,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.7,4.9,Overall,Overall,T4,BOC01,OVR01
2010,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),8.2,8,8.4,Gender,Male,T4,BOC02,GEN01
2009,CO,Colorado,None,None,None,None,Coronary Heart Disease,Percent (%),4.3,4.1,4.4,Age,75+,T4,BOC03,AGE08
2010,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,4.6,6.2,Race,Hispanic,T4,BOC04,RAC04
2009,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),9.2,9,9.4,Gender,Male,T4,BOC02,GEN01
2009,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.5,4.7,Age,75+,T4,BOC03,AGE08
2009,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.4,5.8,Age,75+,T4,BOC03,AGE08
2011,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,3.6,6.7,Race,Other,T4,BOC04,RAC07
2008,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,5.1,5.3,Age,75+,T4,BOC03,AGE08
2010,CT,Connecticut,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,6.2,6.7,Age,65+,T4,BOC03,AGE06
2007,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),9.2,9.1,9.4,Gender,Male,T4,BOC02,GEN01
2011,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.9,5.2,Age,65+,T4,BOC03,AGE06
2011,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,4.3,6.7,Race,Other,T4,BOC04,RAC07
2007,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),9.3,9,9.5,Age,65+,T4,BOC03,AGE06
2010,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,4,4.5,Age,75+,T4,BOC03,AGE08
2007,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),14.5,11.4,17.5,Race,Other,T4,BOC04,RAC07
2009,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,0.2,9.5,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,GA,Georgia,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,6.3,8.5,Race,Other,T4,BOC04,RAC07
2007,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),10,7,12.9,Race,Other,T4,BOC04,RAC07
2008,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,2.9,5.5,Race,Hispanic,T4,BOC04,RAC04
2008,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),8.6,7.2,9.9,Race,Other,T4,BOC04,RAC07
2009,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.8,5.9,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),8.4,8.2,8.7,Age,65+,T4,BOC03,AGE06
2007,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7,7.7,Race,Hispanic,T4,BOC04,RAC04
2010,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.6,5.9,Age,75+,T4,BOC03,AGE08
2008,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,5.1,7.6,Race,Other,T4,BOC04,RAC07
2008,NC,North Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),6.6,6.5,6.7,Race,Non-Hispanic White,T4,BOC04,RAC01
2009,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,7.3,8.2,Age,65+,T4,BOC03,AGE06
2008,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.6,5.8,Age,75+,T4,BOC03,AGE08
2009,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,1.2,14.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2008,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),9.1,8.6,9.6,Gender,Male,T4,BOC02,GEN01
2010,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,6.1,6.3,Age,65+,T4,BOC03,AGE06
2011,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.3,5.1,Gender,Female,T4,BOC02,GEN02
2008,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),7.5,7.5,7.6,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,3.8,4.5,Gender,Female,T4,BOC02,GEN02
2011,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,4,4.5,Gender,Female,T4,BOC02,GEN02
2011,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.5,6.9,Gender,Male,T4,BOC02,GEN01
2008,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.4,5.3,Race,Non-Hispanic Black,T4,BOC04,RAC02
2011,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),5,1.8,8.1,Race,Hispanic,T4,BOC04,RAC04
2008,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),7.5,7.4,7.6,Overall,Overall,T4,BOC01,OVR01
2010,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,7.4,8.1,Gender,Male,T4,BOC02,GEN01
2010,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.7,5.2,Overall,Overall,T4,BOC01,OVR01
2008,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.9,6.1,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.9,6.3,Age,65+,T4,BOC03,AGE06
2011,CA,California,None,None,None,None,Coronary Heart Disease,Percent (%),4,3.9,4.1,Gender,Female,T4,BOC02,GEN02
2011,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.9,7.3,Gender,Male,T4,BOC02,GEN01
2011,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.9,5.4,Age,75+,T4,BOC03,AGE08
2009,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),8.2,8,8.4,Gender,Male,T4,BOC02,GEN01
2011,OR,Oregon,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.8,6.3,Age,65+,T4,BOC03,AGE06
2011,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.3,5.7,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),9.1,5,13.2,Race,Hispanic,T4,BOC04,RAC04
2009,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,7.5,7.9,Gender,Male,T4,BOC02,GEN01
2009,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),8.5,8,9.1,Age,65+,T4,BOC03,AGE06
2008,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),3.1,0,7.3,Race,Hispanic,T4,BOC04,RAC04
2011,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,0,13.2,Race,Hispanic,T4,BOC04,RAC04
2011,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.8,4.9,Overall,Overall,T4,BOC01,OVR01
2010,OR,Oregon,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,3.7,9,Race,Hispanic,T4,BOC04,RAC04
2010,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.4,5.2,Gender,Female,T4,BOC02,GEN02
2008,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),14.3,3.7,24.9,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.8,5.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.6,6.9,Overall,Overall,T4,BOC01,OVR01
2009,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6.2,6.4,Race,Non-Hispanic White,T4,BOC04,RAC01
2008,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,6.4,6.6,Overall,Overall,T4,BOC01,OVR01
2010,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),6.6,4,9.1,Race,Other,T4,BOC04,RAC07
2007,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),10.4,8.3,12.5,Race,Other,T4,BOC04,RAC07
2008,OR,Oregon,None,None,None,None,Coronary Heart Disease,Percent (%),3.1,1.6,4.5,Race,Non-Hispanic Black,T4,BOC04,RAC02
2007,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,7.6,7.8,Overall,Overall,T4,BOC01,OVR01
2010,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,1.5,6.8,Race,Hispanic,T4,BOC04,RAC04
2008,NV,Nevada,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.7,7.4,Age,65+,T4,BOC03,AGE06
2009,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.6,4.8,Gender,Female,T4,BOC02,GEN02
2011,CO,Colorado,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,3.9,5.7,Race,Other,T4,BOC04,RAC07
2010,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),4.1,4,4.2,Gender,Female,T4,BOC02,GEN02
2008,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.1,6.2,Race,Other,T4,BOC04,RAC07
2009,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,6.2,6.7,Overall,Overall,T4,BOC01,OVR01
2008,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),8.8,8.4,9.1,Gender,Male,T4,BOC02,GEN01
2011,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.6,4.8,Age,75+,T4,BOC03,AGE08
2009,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,5,5.3,Age,75+,T4,BOC03,AGE08
2009,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.7,5.9,Overall,Overall,T4,BOC01,OVR01
2011,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),3.6,3.4,3.8,Gender,Female,T4,BOC02,GEN02
2010,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6.1,6.6,Race,Non-Hispanic White,T4,BOC04,RAC01
2009,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),7,6.5,7.4,Age,65+,T4,BOC03,AGE06
2009,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5,6.5,Race,Non-Hispanic Black,T4,BOC04,RAC02
2008,OR,Oregon,None,None,None,None,Coronary Heart Disease,Percent (%),8.8,8.5,9.2,Gender,Male,T4,BOC02,GEN01
2008,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.8,6.2,Age,75+,T4,BOC03,AGE08
2009,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,6,6.2,Overall,Overall,T4,BOC01,OVR01
2010,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),8.4,8,8.8,Age,65+,T4,BOC03,AGE06
2009,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,1.2,9.4,Race,Other,T4,BOC04,RAC07
2009,US,United States,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.7,4.7,Gender,Female,T4,BOC02,GEN02
2010,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),7,6.7,7.3,Age,65+,T4,BOC03,AGE06
2008,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5,5.8,Gender,Female,T4,BOC02,GEN02
2010,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),7.6,7.4,7.8,Gender,Male,T4,BOC02,GEN01
2010,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,6.7,7.6,Gender,Male,T4,BOC02,GEN01
2010,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),6.9,5.6,8.2,Race,Other,T4,BOC04,RAC07
2010,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),3.6,3.3,3.9,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,3.2,5.8,Race,Hispanic,T4,BOC04,RAC04
2011,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.9,7.2,Age,65+,T4,BOC03,AGE06
2011,CT,Connecticut,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.7,4.9,Race,Non-Hispanic White,T4,BOC04,RAC01
2009,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.7,6.5,Race,Other,T4,BOC04,RAC07
2009,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),7.8,7.4,8.1,Race,Other,T4,BOC04,RAC07
2008,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.1,5.3,Race,Other,T4,BOC04,RAC07
2010,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,5,5.3,Age,75+,T4,BOC03,AGE08
2011,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5.3,5.4,Age,75+,T4,BOC03,AGE08
2010,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.7,6.1,Race,Non-Hispanic White,T4,BOC04,RAC01
2009,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),2.8,1.6,3.9,Race,Non-Hispanic Black,T4,BOC04,RAC02
2011,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),6.8,2.7,10.8,Race,Hispanic,T4,BOC04,RAC04
2009,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,6,6.2,Overall,Overall,T4,BOC01,OVR01
2009,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.1,8,Race,Other,T4,BOC04,RAC07
2008,GA,Georgia,None,None,None,None,Coronary Heart Disease,Percent (%),6.9,6.8,7,Overall,Overall,T4,BOC01,OVR01
2009,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6.1,6.4,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),7.8,7.7,7.9,Race,Non-Hispanic White,T4,BOC04,RAC01
2009,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),3.7,3.4,4.1,Age,75+,T4,BOC03,AGE08
