Year,LocationAbbr,LocationDesc,PriorityArea1,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId,GeoLocation
2011,MO,Missouri,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.0,2.0,2.1,Gender,Female,T3,BOC02,GEN02,"(38.635790776000476, -92.56630005299968)"
2009,ME,Maine,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.2,4.0,4.4,Race,Non-Hispanic White,T3,BOC04,RAC01,"(45.254228894000505, -68.98503133599962)"
2010,AL,Alabama,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,1.9,2.2,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(32.84057112200048, -86.63186076199969)"
2008,WA,Washington,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),1.9,1.4,2.4,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(47.52227862900048, -120.47001078999972)"
2010,IL,Illinois,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.3,2.4,Race,Non-Hispanic White,T3,BOC04,RAC01,"(40.48501028300046, -88.99771017799969)"
2011,US,United States,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.2,2.2,2.2,Gender,Female,T3,BOC02,GEN02,
2011,DE,Delaware,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.8,2.5,3.1,Age,65+,T3,BOC03,AGE06,"(39.008830667000495, -75.57774116799965)"
2011,CA,California,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.6,2.8,Age,65+,T3,BOC03,AGE06,"(37.63864012300047, -120.99999953799971)"
2010,AZ,Arizona,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.4,2.6,Age,65+,T3,BOC03,AGE06,"(34.865970280000454, -111.76381127699972)"
2010,NM,New Mexico,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,1.5,3.8,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(34.52088095200048, -106.24058098499967)"
2008,HI,Hawaii,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.6,3.4,3.9,Overall,Overall,T3,BOC01,OVR01,"(21.304850435000446, -157.85774940299973)"
2009,WY,Wyoming,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.3,2.0,2.6,Gender,Female,T3,BOC02,GEN02,"(43.23554134300048, -108.10983035299967)"
2010,MT,Montana,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.4,2.9,Age,75+,T3,BOC03,AGE08,"(47.06652897200047, -109.42442064499971)"
2011,WI,Wisconsin,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.9,3.0,Race,Non-Hispanic White,T3,BOC04,RAC01,"(44.39319117400049, -89.81637074199966)"
2007,VA,Virginia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,1.7,4.1,Race,Hispanic,T3,BOC04,RAC04,"(37.54268067400045, -78.45789046299967)"
2009,OH,Ohio,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.6,2.7,Race,Non-Hispanic White,T3,BOC04,RAC01,"(40.06021014100048, -82.40426005599966)"
2008,AL,Alabama,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.3,2.3,2.4,Overall,Overall,T3,BOC01,OVR01,"(32.84057112200048, -86.63186076199969)"
2009,MN,Minnesota,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.2,2.5,3.8,Race,Other,T3,BOC04,RAC07,"(46.35564873600049, -94.79420050299967)"
2010,US,United States,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,2.1,2.2,Race,Non-Hispanic Black,T3,BOC04,RAC02,
2007,MN,Minnesota,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.5,3.3,3.6,Gender,Male,T3,BOC02,GEN01,"(46.35564873600049, -94.79420050299967)"
2009,NJ,New Jersey,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.9,3.0,Race,Non-Hispanic White,T3,BOC04,RAC01,"(40.13057004800049, -74.27369128799967)"
2010,NV,Nevada,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.0,2.8,3.2,Gender,Male,T3,BOC02,GEN01,"(39.493240390000494, -117.07184056399967)"
2007,MO,Missouri,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.6,2.8,Overall,Overall,T3,BOC01,OVR01,"(38.635790776000476, -92.56630005299968)"
2007,RI,Rhode Island,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,1.1,3.1,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(41.70828019300046, -71.52247031399963)"
2008,SC,South Carolina,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.5,2.7,Age,65+,T3,BOC03,AGE06,"(33.998821303000454, -81.04537120699968)"
2011,TN,Tennessee,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.8,3.0,Overall,Overall,T3,BOC01,OVR01,"(35.68094058000048, -85.77449091399967)"
2011,DC,"Washington, DC",Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),1.9,1.6,2.1,Age,75+,T3,BOC03,AGE08,"(38.89037138500049, -77.03196112699965)"
2011,NJ,New Jersey,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.8,2.7,2.9,Age,65+,T3,BOC03,AGE06,"(40.13057004800049, -74.27369128799967)"
2011,AL,Alabama,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.0,1.9,2.1,Gender,Female,T3,BOC02,GEN02,"(32.84057112200048, -86.63186076199969)"
2012,CA,California,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.3,2.6,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(37.63864012300047, -120.99999953799971)"
2010,MD,Maryland,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),1.9,1.8,2.0,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(39.29058096400047, -76.60926011099963)"
2011,WY,Wyoming,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.3,3.8,4.8,Gender,Male,T3,BOC02,GEN01,"(43.23554134300048, -108.10983035299967)"
2011,HI,Hawaii,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.7,3.4,3.9,Overall,Overall,T3,BOC01,OVR01,"(21.304850435000446, -157.85774940299973)"
2010,CT,Connecticut,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.5,2.6,Overall,Overall,T3,BOC01,OVR01,"(41.56266102000046, -72.64984095199964)"
2010,MI,Michigan,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.0,2.5,3.4,Race,Other,T3,BOC04,RAC07,"(44.6613195430005, -84.71439026999968)"
2010,TX,Texas,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.4,2.5,Age,75+,T3,BOC03,AGE08,"(31.827240407000488, -99.42677020599967)"
2007,OR,Oregon,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.8,3.1,Gender,Female,T3,BOC02,GEN02,"(44.56744942400047, -120.15503132599969)"
2009,AK,Alaska,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.3,3.1,Age,75+,T3,BOC03,AGE08,"(64.84507995700051, -147.72205903599973)"
2007,OR,Oregon,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.3,2.1,6.5,Race,Hispanic,T3,BOC04,RAC04,"(44.56744942400047, -120.15503132599969)"
2008,AZ,Arizona,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.3,2.6,Age,65+,T3,BOC03,AGE06,"(34.865970280000454, -111.76381127699972)"
2009,VT,Vermont,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.0,3.7,4.3,Race,Non-Hispanic White,T3,BOC04,RAC01,"(43.62538123900049, -72.51764079099962)"
2009,VT,Vermont,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.4,3.0,3.9,Age,65+,T3,BOC03,AGE06,"(43.62538123900049, -72.51764079099962)"
2008,IN,Indiana,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.8,3.0,Race,Non-Hispanic White,T3,BOC04,RAC01,"(39.766910452000445, -86.14996019399968)"
2007,ME,Maine,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.4,4.1,4.7,Age,65+,T3,BOC03,AGE06,"(45.254228894000505, -68.98503133599962)"
2009,NV,Nevada,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.0,3.1,Race,Other,T3,BOC04,RAC07,"(39.493240390000494, -117.07184056399967)"
2008,NJ,New Jersey,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.0,3.0,3.1,Race,Non-Hispanic White,T3,BOC04,RAC01,"(40.13057004800049, -74.27369128799967)"
2008,CT,Connecticut,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.2,1.9,2.5,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(41.56266102000046, -72.64984095199964)"
2008,VT,Vermont,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.0,3.6,4.4,Gender,Female,T3,BOC02,GEN02,"(43.62538123900049, -72.51764079099962)"
2008,MA,Massachusetts,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.5,2.7,Age,65+,T3,BOC03,AGE06,"(42.27687047000046, -72.08269067499964)"
2011,KY,Kentucky,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.4,2.6,Gender,Female,T3,BOC02,GEN02,"(37.645970271000465, -84.77497104799966)"
2009,CT,Connecticut,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.6,2.7,4.4,Race,Other,T3,BOC04,RAC07,"(41.56266102000046, -72.64984095199964)"
2011,DE,Delaware,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.5,1.9,5.0,Race,Other,T3,BOC04,RAC07,"(39.008830667000495, -75.57774116799965)"
2009,WY,Wyoming,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,0.0,4.4,Race,Hispanic,T3,BOC04,RAC04,"(43.23554134300048, -108.10983035299967)"
2008,KY,Kentucky,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.1,3.1,3.2,Overall,Overall,T3,BOC01,OVR01,"(37.645970271000465, -84.77497104799966)"
2012,KY,Kentucky,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.5,2.6,Gender,Female,T3,BOC02,GEN02,"(37.645970271000465, -84.77497104799966)"
2012,GA,Georgia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.5,2.6,Age,75+,T3,BOC03,AGE08,"(32.83968109300048, -83.62758034599966)"
2007,NM,New Mexico,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.6,2.2,5.0,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(34.52088095200048, -106.24058098499967)"
2012,CA,California,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.3,3.2,3.3,Gender,Male,T3,BOC02,GEN01,"(37.63864012300047, -120.99999953799971)"
2011,NH,New Hampshire,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.3,3.1,3.5,Race,Non-Hispanic White,T3,BOC04,RAC01,"(43.65595011300047, -71.50036091999965)"
2011,VA,Virginia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.7,2.8,Overall,Overall,T3,BOC01,OVR01,"(37.54268067400045, -78.45789046299967)"
2010,DE,Delaware,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),1.8,0.7,2.9,Race,Other,T3,BOC04,RAC07,"(39.008830667000495, -75.57774116799965)"
2011,ID,Idaho,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.0,0.9,3.1,Race,Other,T3,BOC04,RAC07,"(43.682630005000476, -114.3637300419997)"
2011,CO,Colorado,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.2,2.1,2.3,Age,75+,T3,BOC03,AGE08,"(38.843840757000464, -106.13361092099967)"
2008,AR,Arkansas,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.3,3.1,3.5,Gender,Male,T3,BOC02,GEN01,"(34.74865012400045, -92.27449074299966)"
2011,MD,Maryland,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,1.7,3.5,Race,Hispanic,T3,BOC04,RAC04,"(39.29058096400047, -76.60926011099963)"
2009,ND,North Dakota,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.9,3.5,4.2,Gender,Male,T3,BOC02,GEN01,"(47.47531977900047, -100.11842104899966)"
2008,KY,Kentucky,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),0.9,0.0,2.8,Race,Hispanic,T3,BOC04,RAC04,"(37.645970271000465, -84.77497104799966)"
2008,NH,New Hampshire,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.3,3.1,3.5,Race,Non-Hispanic White,T3,BOC04,RAC01,"(43.65595011300047, -71.50036091999965)"
2010,VT,Vermont,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),8.3,0.0,24.0,Race,Hispanic,T3,BOC04,RAC04,"(43.62538123900049, -72.51764079099962)"
2012,IA,Iowa,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.3,3.1,3.4,Race,Non-Hispanic White,T3,BOC04,RAC01,"(42.46940091300047, -93.81649055599968)"
2010,NY,New York,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.5,2.6,Age,75+,T3,BOC03,AGE08,"(42.82700103200045, -75.54397042699964)"
2009,ME,Maine,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.7,3.5,3.9,Gender,Female,T3,BOC02,GEN02,"(45.254228894000505, -68.98503133599962)"
2009,AR,Arkansas,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.5,2.8,Age,65+,T3,BOC03,AGE06,"(34.74865012400045, -92.27449074299966)"
2010,WV,West Virginia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.1,3.9,4.3,Gender,Male,T3,BOC02,GEN01,"(38.66551020200046, -80.71264013499967)"
2011,OK,Oklahoma,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.2,1.9,2.6,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(35.47203135600046, -97.52107021399968)"
2008,CO,Colorado,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.2,2.1,2.4,Age,75+,T3,BOC03,AGE08,"(38.843840757000464, -106.13361092099967)"
2009,RI,Rhode Island,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.2,2.9,3.5,Gender,Male,T3,BOC02,GEN01,"(41.70828019300046, -71.52247031399963)"
2010,OR,Oregon,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.2,3.1,3.4,Overall,Overall,T3,BOC01,OVR01,"(44.56744942400047, -120.15503132599969)"
2010,CA,California,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.5,2.6,Age,65+,T3,BOC03,AGE06,"(37.63864012300047, -120.99999953799971)"
2011,AZ,Arizona,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,1.7,2.6,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(34.865970280000454, -111.76381127699972)"
2009,WV,West Virginia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.2,1.5,4.9,Race,Other,T3,BOC04,RAC07,"(38.66551020200046, -80.71264013499967)"
2010,GA,Georgia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.6,2.8,Overall,Overall,T3,BOC01,OVR01,"(32.83968109300048, -83.62758034599966)"
2008,OR,Oregon,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.3,3.2,3.4,Overall,Overall,T3,BOC01,OVR01,"(44.56744942400047, -120.15503132599969)"
2009,WI,Wisconsin,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.1,3.0,3.2,Gender,Male,T3,BOC02,GEN01,"(44.39319117400049, -89.81637074199966)"
2008,MT,Montana,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.3,2.7,Overall,Overall,T3,BOC01,OVR01,"(47.06652897200047, -109.42442064499971)"
2009,IN,Indiana,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.6,2.8,Age,65+,T3,BOC03,AGE06,"(39.766910452000445, -86.14996019399968)"
2007,MA,Massachusetts,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.9,3.0,Overall,Overall,T3,BOC01,OVR01,"(42.27687047000046, -72.08269067499964)"
2011,PA,Pennsylvania,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.6,2.6,Overall,Overall,T3,BOC01,OVR01,"(40.79373015200048, -77.86070029399963)"
2010,KY,Kentucky,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.8,2.7,2.9,Race,Non-Hispanic White,T3,BOC04,RAC01,"(37.645970271000465, -84.77497104799966)"
2010,ID,Idaho,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.0,2.8,3.3,Age,75+,T3,BOC03,AGE08,"(43.682630005000476, -114.3637300419997)"
2012,DE,Delaware,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.0,1.8,2.2,Gender,Female,T3,BOC02,GEN02,"(39.008830667000495, -75.57774116799965)"
2011,MS,Mississippi,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.3,2.5,Age,75+,T3,BOC03,AGE08,"(32.745510099000455, -89.53803082499968)"
2008,WV,West Virginia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.8,3.0,Gender,Female,T3,BOC02,GEN02,"(38.66551020200046, -80.71264013499967)"
2010,NC,North Carolina,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.0,3.0,3.1,Overall,Overall,T3,BOC01,OVR01,"(35.466220975000454, -79.15925046299964)"
2011,CO,Colorado,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,1.5,2.7,Race,Hispanic,T3,BOC04,RAC04,"(38.843840757000464, -106.13361092099967)"
2008,AZ,Arizona,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.2,3.0,Race,Other,T3,BOC04,RAC07,"(34.865970280000454, -111.76381127699972)"
2011,MD,Maryland,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.4,2.5,Age,75+,T3,BOC03,AGE08,"(39.29058096400047, -76.60926011099963)"
2011,IA,Iowa,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.1,2.9,3.2,Overall,Overall,T3,BOC01,OVR01,"(42.46940091300047, -93.81649055599968)"
2010,AK,Alaska,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.3,1.9,2.7,Gender,Female,T3,BOC02,GEN02,"(64.84507995700051, -147.72205903599973)"
2011,UT,Utah,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.3,2.8,Age,65+,T3,BOC03,AGE06,"(39.360700171000474, -111.58713063499971)"
2008,TX,Texas,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.3,2.5,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(31.827240407000488, -99.42677020599967)"
2009,SC,South Carolina,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.3,2.5,Age,65+,T3,BOC03,AGE06,"(33.998821303000454, -81.04537120699968)"
2010,NY,New York,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.2,2.2,2.3,Gender,Female,T3,BOC02,GEN02,"(42.82700103200045, -75.54397042699964)"
2011,NH,New Hampshire,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),1.8,0.7,2.8,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(43.65595011300047, -71.50036091999965)"
2008,PA,Pennsylvania,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.8,2.8,2.9,Age,75+,T3,BOC03,AGE08,"(40.79373015200048, -77.86070029399963)"
2011,FL,Florida,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.8,2.6,3.0,Race,Hispanic,T3,BOC04,RAC04,"(28.932040377000476, -81.92896053899966)"
2009,NE,Nebraska,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.2,2.0,2.3,Gender,Female,T3,BOC02,GEN02,"(41.6410409880005, -99.36572062299967)"
2010,WY,Wyoming,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.0,0.0,4.7,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(43.23554134300048, -108.10983035299967)"
2008,NC,North Carolina,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.5,2.8,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(35.466220975000454, -79.15925046299964)"
2009,WI,Wisconsin,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.3,2.5,Gender,Female,T3,BOC02,GEN02,"(44.39319117400049, -89.81637074199966)"
2007,ND,North Dakota,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),6.5,0.0,13.7,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(47.47531977900047, -100.11842104899966)"
2010,CA,California,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,2.1,2.2,Gender,Female,T3,BOC02,GEN02,"(37.63864012300047, -120.99999953799971)"
2010,HI,Hawaii,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),4.1,3.8,4.5,Race,Other,T3,BOC04,RAC07,"(21.304850435000446, -157.85774940299973)"
2012,GA,Georgia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.1,1.9,4.3,Race,Hispanic,T3,BOC04,RAC04,"(32.83968109300048, -83.62758034599966)"
2008,NY,New York,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.4,2.5,Gender,Female,T3,BOC02,GEN02,"(42.82700103200045, -75.54397042699964)"
2011,MT,Montana,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),6.3,0.0,13.1,Race,Hispanic,T3,BOC04,RAC04,"(47.06652897200047, -109.42442064499971)"
2011,WA,Washington,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.3,2.9,Race,Other,T3,BOC04,RAC07,"(47.52227862900048, -120.47001078999972)"
2010,MT,Montana,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.8,2.6,3.0,Race,Non-Hispanic White,T3,BOC04,RAC01,"(47.06652897200047, -109.42442064499971)"
2011,NV,Nevada,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.0,2.9,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(39.493240390000494, -117.07184056399967)"
2012,IA,Iowa,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.1,3.0,3.3,Age,65+,T3,BOC03,AGE06,"(42.46940091300047, -93.81649055599968)"
2009,NJ,New Jersey,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,2.8,3.0,Age,75+,T3,BOC03,AGE08,"(40.13057004800049, -74.27369128799967)"
2010,NV,Nevada,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,1.9,2.9,Race,Other,T3,BOC04,RAC07,"(39.493240390000494, -117.07184056399967)"
2009,FL,Florida,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.6,2.5,2.6,Race,Non-Hispanic White,T3,BOC04,RAC01,"(28.932040377000476, -81.92896053899966)"
2011,AR,Arkansas,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.9,1.9,3.9,Race,Other,T3,BOC04,RAC07,"(34.74865012400045, -92.27449074299966)"
2007,LA,Louisiana,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),1.6,0.4,2.7,Race,Hispanic,T3,BOC04,RAC04,"(31.31266064400046, -92.44568007099969)"
2010,MD,Maryland,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.8,2.7,2.9,Gender,Male,T3,BOC02,GEN01,"(39.29058096400047, -76.60926011099963)"
2010,NV,Nevada,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),1.9,1.5,2.3,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(39.493240390000494, -117.07184056399967)"
2008,VA,Virginia,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.0,2.9,3.1,Age,65+,T3,BOC03,AGE06,"(37.54268067400045, -78.45789046299967)"
2007,MO,Missouri,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.7,2.8,Race,Non-Hispanic White,T3,BOC04,RAC01,"(38.635790776000476, -92.56630005299968)"
2010,OR,Oregon,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,1.1,3.0,Race,Non-Hispanic Black,T3,BOC04,RAC02,"(44.56744942400047, -120.15503132599969)"
2007,OR,Oregon,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.5,3.4,3.7,Overall,Overall,T3,BOC01,OVR01,"(44.56744942400047, -120.15503132599969)"
2009,OH,Ohio,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.1,3.0,3.2,Gender,Male,T3,BOC02,GEN01,"(40.06021014100048, -82.40426005599966)"
2009,MI,Michigan,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.5,2.4,2.5,Gender,Female,T3,BOC02,GEN02,"(44.6613195430005, -84.71439026999968)"
2009,SC,South Carolina,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,2.0,2.1,Gender,Female,T3,BOC02,GEN02,"(33.998821303000454, -81.04537120699968)"
2008,DC,"Washington, DC",Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.0,1.8,2.3,Age,75+,T3,BOC03,AGE08,"(38.89037138500049, -77.03196112699965)"
2010,WA,Washington,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.5,3.3,3.6,Gender,Male,T3,BOC02,GEN01,"(47.52227862900048, -120.47001078999972)"
2011,FL,Florida,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.1,2.1,2.1,Gender,Female,T3,BOC02,GEN02,"(28.932040377000476, -81.92896053899966)"
2009,MO,Missouri,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.7,2.7,2.8,Race,Non-Hispanic White,T3,BOC04,RAC01,"(38.635790776000476, -92.56630005299968)"
2011,AL,Alabama,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),2.4,2.3,2.5,Age,65+,T3,BOC03,AGE06,"(32.84057112200048, -86.63186076199969)"
2011,OH,Ohio,Million Hearts,Acute Myocardial Infarction (Heart Attack),Percent (%),3.2,3.1,3.2,Gender,Male,T3,BOC02,GEN01,"(40.06021014100048, -82.40426005599966)"
